date,H2demand1-0.time-based_0-tot_dem,H2demand2-0.time-based_0-tot_dem,compressor1-0.time-based_0-flow_from_c,H2valve1-0.time-based_0-out2,H2valve1-0.time-based_0-out1,H2_controller-0.time-based_0-dump,H2_controller-0.time-based_0-desired_out,H2Buffer1-0.time-based_0-free_capacity,H2Buffer1-0.time-based_0-h2_out,H2Buffer1-0.time-based_0-soc
2012-01-01 10:00:00,168.5,0.0,168.5,0.0,168.5,0,168.5,55031.00472592851,168.5,79.00708597526982
2012-01-01 10:15:00,168.5,142.0,200.0,0.0,168.5,0,310.5,55131.00472592851,200.0,78.968938545236
2012-01-01 10:30:00,0.0,142.0,142.0,91.46537842190016,108.53462157809984,0,142.0,55173.00472592852,142.0,78.95291662462179
2012-01-01 10:45:00,168.75,0.0,168.75,142.0,0.0,0,168.75,55241.75472592852,168.75,78.92669026647354
2012-01-01 11:00:00,168.75,229.5,200.0,0.0,168.75,0,398.25,55341.75472592852,200.0,78.88854283643973
2012-01-01 11:15:00,168.75,229.5,200.0,115.2542372881356,84.7457627118644,0,398.25,55441.75472592852,200.0,78.85039540640591
2012-01-01 11:30:00,168.75,0.0,168.75,115.2542372881356,84.7457627118644,0,168.75,55510.50472592853,168.75,78.82416904825766
2012-01-01 11:45:00,0.0,0.0,0.0,0.0,168.75,0,0.0,55410.50472592853,0.0,78.86231647829148
2012-01-01 12:00:00,0.0,0.0,0.0,0.0,0.0,0,0.0,55310.50472592853,0.0,78.90046390832529
2012-01-01 12:15:00,194.5,153.25,200.0,0.0,0.0,0,347.75,55410.50472592853,200.0,78.86231647829148
2012-01-01 12:30:00,194.5,153.25,200.0,88.13803019410497,111.86196980589504,0,347.75,55510.50472592853,200.0,78.82416904825766
2012-01-01 12:45:00,0.0,153.25,153.25,88.13803019410497,111.86196980589504,0,153.25,55563.754725928535,153.25,78.80385554176465
2012-01-01 13:00:00,152.4,153.25,200.0,153.25,0.0,0,305.65,55663.754725928535,200.0,78.76570811173083
2012-01-01 13:15:00,152.4,0.0,152.4,100.27809586127924,99.72190413872076,0,152.4,55716.15472592855,152.4,78.7457188583931
2012-01-01 13:30:00,152.4,0.0,152.4,0.0,152.4,0,152.4,55768.55472592857,152.4,78.72572960505538
2012-01-01 13:45:00,152.4,203.3333333333333,200.0,0.0,152.4,0,355.7333333333333,55868.55472592857,200.0,78.68758217502156
2012-01-01 14:00:00,152.4,203.3333333333333,200.0,114.31784107946028,85.68215892053973,0,355.7333333333333,55968.55472592856,200.0,78.64943474498774
2012-01-01 14:15:00,0.0,203.3333333333333,200.0,114.31784107946028,85.68215892053973,0,203.3333333333333,56068.55472592857,200.0,78.61128731495393
2012-01-01 14:30:00,0.0,0.0,0.0,200.0,0.0,0,0.0,55968.55472592856,0.0,78.64943474498774
2012-01-01 14:45:00,0.0,216.0,200.0,0.0,0.0,0,216.0,56068.55472592857,200.0,78.61128731495393
2012-01-01 15:00:00,140.8,216.0,200.0,200.0,0.0,0,356.8,56168.55472592857,200.0,78.57313988492011
2012-01-01 15:15:00,140.8,0.0,140.8,121.0762331838565,78.9237668161435,0,140.8,56209.35472592858,140.8,78.55757573346631
2012-01-01 15:30:00,140.8,0.0,140.8,0.0,140.8,0,140.8,56250.15472592859,140.8,78.5420115820125
2012-01-01 15:45:00,140.8,207.0,200.0,0.0,140.8,0,347.8,56350.15472592859,200.0,78.50386415197869
2012-01-01 16:00:00,140.8,0.0,140.8,119.03392754456584,80.96607245543416,0,140.8,56390.9547259286,140.8,78.48830000052489
2012-01-01 16:15:00,0.0,0.0,0.0,0.0,140.8,0,0.0,56290.9547259286,0.0,78.5264474305587
2012-01-01 16:30:00,0.0,0.0,0.0,0.0,0.0,0,0.0,56190.9547259286,0.0,78.56459486059252
2012-01-01 16:45:00,220.0,157.5,200.0,0.0,0.0,0,377.5,56290.9547259286,200.0,78.5264474305587
2012-01-01 17:00:00,0.0,157.5,157.5,83.44370860927152,116.55629139072848,0,157.5,56348.454725928605,157.5,78.50451265828926
2012-01-01 17:15:00,195.66666666666663,157.5,200.0,157.5,0.0,0,353.16666666666663,56448.454725928605,200.0,78.46636522825544
2012-01-01 17:30:00,195.66666666666663,157.5,200.0,89.19301557338369,110.80698442661634,0,353.16666666666663,56548.4547259286,200.0,78.42821779822162
2012-01-01 17:45:00,195.66666666666663,0.0,195.66666666666663,89.19301557338369,110.80698442661634,0,195.66666666666663,56644.12139259528,195.66666666666663,78.39172342348927
2012-01-01 18:00:00,0.0,0.0,0.0,0.0,195.66666666666663,0,0.0,56544.12139259528,0.0,78.42987085352308
2012-01-01 18:15:00,147.0,195.66666666666663,200.0,0.0,0.0,0,342.66666666666663,56644.12139259528,200.0,78.39172342348927
2012-01-01 18:30:00,147.0,195.66666666666663,200.0,114.2023346303502,85.7976653696498,0,342.66666666666663,56744.12139259528,200.0,78.35357599345545
2012-01-01 18:45:00,147.0,195.66666666666663,200.0,114.2023346303502,85.7976653696498,0,342.66666666666663,56844.12139259528,200.0,78.31542856342163
2012-01-01 19:00:00,0.0,169.0,169.0,114.2023346303502,85.7976653696498,0,169.0,56913.1213925953,169.0,78.2891068366983
2012-01-01 19:15:00,152.8,169.0,200.0,169.0,0.0,0,321.8,57013.12139259529,200.0,78.25095940666448
2012-01-01 19:30:00,152.8,169.0,200.0,105.0341827221877,94.96581727781232,0,321.8,57113.12139259529,200.0,78.21281197663066
2012-01-01 19:45:00,152.8,181.0,200.0,105.0341827221877,94.96581727781232,0,333.8,57213.12139259529,200.0,78.17466454659684
2012-01-01 20:00:00,152.8,181.0,200.0,108.4481725584182,91.5518274415818,0,333.8,57313.12139259529,200.0,78.13651711656303
2012-01-01 20:15:00,152.8,181.0,200.0,108.4481725584182,91.5518274415818,0,333.8,57413.12139259529,200.0,78.09836968652921
2012-01-01 20:30:00,0.0,0.0,0.0,108.4481725584182,91.5518274415818,0,0.0,57313.12139259529,0.0,78.13651711656303
2012-01-01 20:45:00,0.0,0.0,0.0,0.0,0.0,0,0.0,57213.12139259529,0.0,78.17466454659684
